open,high,low,close,volume,timestamp
16662.38,16674.84,16629.29,16639.44,4983.39445,2023-01-02 04:00:00+00:00
16639.74,16662.94,16619.44,16647.58,4976.78402,2023-01-02 05:00:00+00:00
16648.37,16663.27,16635.93,16641.1,3210.61774,2023-01-02 06:00:00+00:00
16641.1,16769.51,16637.44,16721.28,12856.08557,2023-01-02 07:00:00+00:00
16721.27,16772.01,16707.52,16733.71,7080.81126,2023-01-02 08:00:00+00:00
16733.71,16745.68,16710.54,16717.5,5599.20896,2023-01-02 09:00:00+00:00
16717.5,16762.86,16708.68,16727.95,5892.57705,2023-01-02 10:00:00+00:00
16727.72,16741.72,16704.07,16735.11,4695.34392,2023-01-02 11:00:00+00:00
16735.51,16746.29,16719.3,16721.54,4262.00363,2023-01-02 12:00:00+00:00
16721.96,16725.6,16685.0,16694.78,5598.29706,2023-01-02 13:00:00+00:00
16695.12,16710.41,16669.15,16698.69,5460.35075,2023-01-02 14:00:00+00:00
16698.69,16750.0,16692.01,16734.66,6426.56347,2023-01-02 15:00:00+00:00
16734.66,16739.64,16708.23,16710.88,3861.0201,2023-01-02 16:00:00+00:00
16710.69,16723.0,16707.12,16715.42,3035.91493,2023-01-02 17:00:00+00:00
16715.42,16731.71,16707.47,16723.81,2810.694,2023-01-02 18:00:00+00:00
16723.64,16738.22,16715.88,16737.56,2607.1075,2023-01-02 19:00:00+00:00
16737.56,16738.23,16709.29,16728.52,2881.53898,2023-01-02 20:00:00+00:00
16728.52,16799.23,16718.41,16757.76,3771.07914,2023-01-02 21:00:00+00:00
16757.76,16763.78,16690.18,16698.4,5609.151,2023-01-02 22:00:00+00:00
16698.4,16722.98,16660.51,16672.87,6806.55328,2023-01-02 23:00:00+00:00
16672.78,16706.14,16647.81,16695.59,5684.61483,2023-01-03 00:00:00+00:00
16695.59,16696.04,16651.42,16677.6,5606.2077,2023-01-03 01:00:00+00:00
16677.6,16688.53,16671.6,16674.03,4217.23484,2023-01-03 02:00:00+00:00
16674.04,16700.28,16666.91,16691.81,4675.39859,2023-01-03 03:00:00+00:00
16691.81,16699.63,16681.79,16685.64,3591.36818,2023-01-03 04:00:00+00:00
16685.21,16727.72,16683.31,16725.5,5214.59458,2023-01-03 05:00:00+00:00
16725.5,16778.4,16722.31,16727.58,7123.40419,2023-01-03 06:00:00+00:00
16727.58,16732.64,16707.57,16729.74,5504.97638,2023-01-03 07:00:00+00:00
16730.15,16735.84,16698.15,16715.22,7060.75169,2023-01-03 08:00:00+00:00
16714.77,16766.0,16714.0,16741.31,6977.90665,2023-01-03 09:00:00+00:00
16741.22,16749.1,16721.89,16724.32,5640.0479,2023-01-03 10:00:00+00:00
16724.0,16737.58,16709.87,16721.03,5897.45752,2023-01-03 11:00:00+00:00
16721.42,16728.02,16703.0,16710.85,6466.63588,2023-01-03 12:00:00+00:00
16710.85,16739.93,16709.41,16725.53,7567.34193,2023-01-03 13:00:00+00:00
16725.53,16773.0,16631.95,16661.23,15670.06766,2023-01-03 14:00:00+00:00
16662.08,16683.45,16617.79,16676.94,12427.73835,2023-01-03 15:00:00+00:00
16677.54,16688.2,16611.3,16622.58,10273.56889,2023-01-03 16:00:00+00:00
16621.93,16644.0,16605.28,16633.65,6785.77064,2023-01-03 17:00:00+00:00
16633.15,16653.53,16626.8,16645.08,5698.95938,2023-01-03 18:00:00+00:00
16644.51,16657.54,16622.41,16643.37,6760.83384,2023-01-03 19:00:00+00:00
16643.77,16680.44,16640.4,16661.37,7053.06124,2023-01-03 20:00:00+00:00
16661.37,16685.73,16658.36,16664.63,4588.95144,2023-01-03 21:00:00+00:00
16664.44,16680.37,16647.71,16677.11,3839.28133,2023-01-03 22:00:00+00:00
16677.11,16695.0,16667.16,16675.18,5215.3637,2023-01-03 23:00:00+00:00
16675.65,16677.15,16652.66,16660.53,4922.78018,2023-01-04 00:00:00+00:00
16660.53,16737.23,16657.68,16701.97,9492.81204,2023-01-04 01:00:00+00:00
16701.63,16754.52,16701.5,16736.52,9182.6903,2023-01-04 02:00:00+00:00
16736.52,16877.65,16736.39,16862.02,18306.29002,2023-01-04 03:00:00+00:00
16862.61,16910.98,16849.44,16860.5,10155.76424,2023-01-04 04:00:00+00:00
16861.05,16867.22,16840.36,16857.57,6067.9004,2023-01-04 05:00:00+00:00
16857.57,16880.0,16849.31,16878.18,6314.32318,2023-01-04 06:00:00+00:00
16878.87,16891.27,16850.0,16869.44,7732.26528,2023-01-04 07:00:00+00:00
16869.49,16919.0,16833.5,16864.95,10747.14204,2023-01-04 08:00:00+00:00
16864.51,16869.7,16831.13,16844.91,7428.47586,2023-01-04 09:00:00+00:00
16844.69,16848.06,16832.1,16844.92,6103.39721,2023-01-04 10:00:00+00:00
16845.3,16854.24,16834.42,16835.35,6041.62493,2023-01-04 11:00:00+00:00
16835.35,16846.95,16804.08,16812.19,8292.1096,2023-01-04 12:00:00+00:00
16812.57,16837.34,16808.55,16828.2,6632.83668,2023-01-04 13:00:00+00:00
16828.4,16863.09,16795.24,16830.12,11666.84154,2023-01-04 14:00:00+00:00
16830.12,16858.51,16765.3,16854.05,14251.27171,2023-01-04 15:00:00+00:00
16853.55,16897.0,16829.0,16858.85,10314.19057,2023-01-04 16:00:00+00:00
16858.85,16940.0,16849.5,16893.24,11064.92581,2023-01-04 17:00:00+00:00
16892.98,16985.91,16872.07,16948.04,11575.12283,2023-01-04 18:00:00+00:00
16948.04,16991.87,16787.85,16842.36,19122.11255,2023-01-04 19:00:00+00:00
16842.32,16852.23,16777.0,16806.49,10533.90467,2023-01-04 20:00:00+00:00
16806.49,16832.73,16793.73,16826.81,4532.62963,2023-01-04 21:00:00+00:00
16827.21,16853.71,16814.93,16826.68,4037.94925,2023-01-04 22:00:00+00:00
16826.72,16869.56,16815.54,16850.36,5842.8281,2023-01-04 23:00:00+00:00
16850.36,16878.18,16827.24,16828.45,6623.10938,2023-01-05 00:00:00+00:00
16828.09,16849.99,16807.72,16832.9,5556.45206,2023-01-05 01:00:00+00:00
16833.37,16844.44,16823.3,16836.8,4543.82321,2023-01-05 02:00:00+00:00
16836.8,16838.57,16818.86,16827.71,5040.38256,2023-01-05 03:00:00+00:00
16827.71,16842.85,16821.21,16836.41,4379.90824,2023-01-05 04:00:00+00:00
16836.41,16849.37,16835.04,16844.12,4515.36693,2023-01-05 05:00:00+00:00
16844.12,16845.8,16812.56,16817.13,5572.14194,2023-01-05 06:00:00+00:00
16817.34,16824.4,16789.87,16823.64,6746.14124,2023-01-05 07:00:00+00:00
16823.05,16829.99,16792.85,16807.53,6447.49843,2023-01-05 08:00:00+00:00
16807.74,16814.23,16780.75,16807.12,7782.61782,2023-01-05 09:00:00+00:00
16807.22,16837.59,16803.49,16825.08,6356.79431,2023-01-05 10:00:00+00:00
16825.36,16839.0,16814.71,16833.6,5709.31049,2023-01-05 11:00:00+00:00
16833.6,16834.7,16816.68,16822.13,5387.18553,2023-01-05 12:00:00+00:00
16822.13,16832.54,16777.86,16780.25,9909.86762,2023-01-05 13:00:00+00:00
16780.79,16837.0,16753.0,16829.59,13999.13031,2023-01-05 14:00:00+00:00
16830.28,16879.82,16823.1,16842.94,12667.05102,2023-01-05 15:00:00+00:00
16842.94,16865.21,16823.22,16838.28,8528.81937,2023-01-05 16:00:00+00:00
16837.96,16846.88,16811.82,16814.48,6639.45914,2023-01-05 17:00:00+00:00
16814.18,16847.59,16800.5,16841.93,7720.01139,2023-01-05 18:00:00+00:00
16841.94,16875.5,16826.67,16863.85,7269.1746,2023-01-05 19:00:00+00:00
16864.29,16873.52,16846.63,16859.02,5979.34021,2023-01-05 20:00:00+00:00
16859.02,16864.84,16834.17,16848.51,5700.5171,2023-01-05 21:00:00+00:00
16848.51,16857.96,16832.34,16837.85,3566.0679,2023-01-05 22:00:00+00:00
16838.09,16847.88,16818.91,16831.85,6833.39561,2023-01-05 23:00:00+00:00
16831.85,16872.57,16825.85,16859.78,6280.9838,2023-01-06 00:00:00+00:00
16859.44,16863.16,16820.18,16827.8,4845.69802,2023-01-06 01:00:00+00:00
16827.45,16839.79,16802.01,16837.06,7000.67909,2023-01-06 02:00:00+00:00
16836.65,16842.03,16826.46,16833.56,4769.20542,2023-01-06 03:00:00+00:00
16833.56,16837.87,16805.31,16822.99,6236.39942,2023-01-06 04:00:00+00:00
16823.24,16823.63,16792.12,16810.18,6230.44034,2023-01-06 05:00:00+00:00
16809.74,16816.45,16779.96,16786.86,6529.22759,2023-01-06 06:00:00+00:00
16786.6,16802.87,16780.15,16794.06,5763.44917,2023-01-06 07:00:00+00:00
16794.33,16812.22,16791.47,16802.11,5475.1394,2023-01-06 08:00:00+00:00
16802.11,16802.27,16762.5,16787.1,7581.99164,2023-01-06 09:00:00+00:00
16787.1,16802.98,16760.0,16767.06,6268.17791,2023-01-06 10:00:00+00:00
16767.15,16772.78,16709.88,16738.22,10651.25261,2023-01-06 11:00:00+00:00
16738.74,16749.0,16717.66,16731.02,7194.28857,2023-01-06 12:00:00+00:00
16730.65,16817.0,16679.0,16774.19,18804.40486,2023-01-06 13:00:00+00:00
16774.19,16791.49,16720.0,16748.82,11361.10297,2023-01-06 14:00:00+00:00
16748.82,16849.0,16748.26,16840.82,15225.11473,2023-01-06 15:00:00+00:00
16840.1,16854.0,16805.04,16827.21,11411.79147,2023-01-06 16:00:00+00:00
16827.21,16845.78,16811.63,16821.27,8080.32447,2023-01-06 17:00:00+00:00
16821.58,16864.15,16821.12,16850.45,9135.64548,2023-01-06 18:00:00+00:00
16850.64,16965.41,16845.0,16939.91,14143.93623,2023-01-06 19:00:00+00:00
16940.41,17041.0,16886.21,16897.48,15953.02164,2023-01-06 20:00:00+00:00
16897.96,16952.7,16889.27,16931.27,7417.97543,2023-01-06 21:00:00+00:00
16931.27,16967.41,16930.68,16958.35,5234.9501,2023-01-06 22:00:00+00:00
16958.35,16980.0,16942.1,16950.65,5806.08379,2023-01-06 23:00:00+00:00
16950.31,16979.38,16930.46,16978.18,5467.28682,2023-01-07 00:00:00+00:00
16978.15,16981.91,16944.15,16950.02,4267.6657,2023-01-07 01:00:00+00:00
16950.02,16956.11,16936.26,16944.24,4191.36187,2023-01-07 02:00:00+00:00
16943.93,16958.06,16936.58,16952.46,4016.68993,2023-01-07 03:00:00+00:00
16952.73,16954.45,16936.04,16938.27,3778.01251,2023-01-07 04:00:00+00:00
16937.85,16942.06,16932.37,16934.28,3697.84857,2023-01-07 05:00:00+00:00
16934.02,16936.89,16922.14,16933.29,4212.49077,2023-01-07 06:00:00+00:00
16933.56,16948.78,16931.94,16948.09,3792.07998,2023-01-07 07:00:00+00:00
16948.18,16954.95,16926.99,16929.76,4917.47697,2023-01-07 08:00:00+00:00
16929.58,16933.95,16921.44,16928.51,4343.09876,2023-01-07 09:00:00+00:00
16928.78,16930.56,16912.18,16922.51,4731.06815,2023-01-07 10:00:00+00:00
16922.51,16925.9,16908.07,16918.3,4945.07877,2023-01-07 11:00:00+00:00
16918.3,16920.07,16908.0,16916.14,5565.59897,2023-01-07 12:00:00+00:00
16916.14,16936.58,16914.14,16919.34,5503.13343,2023-01-07 13:00:00+00:00
16919.34,16947.7,16908.6,16937.92,5735.37622,2023-01-07 14:00:00+00:00
16937.63,16947.64,16934.35,16940.42,3845.98614,2023-01-07 15:00:00+00:00
16940.6,16940.61,16916.0,16922.79,5124.97026,2023-01-07 16:00:00+00:00
16922.79,16935.87,16918.85,16928.85,4106.2368,2023-01-07 17:00:00+00:00
16928.85,16940.0,16928.22,16938.12,3342.1124,2023-01-07 18:00:00+00:00
16938.12,16946.13,16935.23,16944.05,3500.68036,2023-01-07 19:00:00+00:00
16944.05,16951.92,16937.04,16945.77,4307.78731,2023-01-07 20:00:00+00:00
16945.44,16950.25,16937.0,16939.31,3924.97772,2023-01-07 21:00:00+00:00
16939.06,16941.69,16929.46,16936.31,3605.78679,2023-01-07 22:00:00+00:00
16936.31,16948.04,16931.05,16943.57,3603.7636,2023-01-07 23:00:00+00:00
16943.83,16955.0,16911.0,16926.66,6117.02466,2023-01-08 00:00:00+00:00
16926.66,16936.0,16915.25,16929.82,4392.91927,2023-01-08 01:00:00+00:00
16929.82,16934.0,16919.07,16931.18,3389.34917,2023-01-08 02:00:00+00:00
16931.46,16944.62,16926.17,16944.02,4396.50361,2023-01-08 03:00:00+00:00
16944.02,16944.99,16934.4,16934.75,2924.6404,2023-01-08 04:00:00+00:00
16934.95,16944.21,16933.54,16943.73,3386.28009,2023-01-08 05:00:00+00:00
16943.73,16951.97,16933.26,16950.92,4100.79008,2023-01-08 06:00:00+00:00
16950.92,16957.12,16943.16,16953.77,4255.90012,2023-01-08 07:00:00+00:00
16953.77,16956.01,16940.01,16946.07,4846.58066,2023-01-08 08:00:00+00:00
16945.91,16967.67,16925.05,16935.6,7110.82123,2023-01-08 09:00:00+00:00
16935.6,16940.0,16933.14,16936.41,3937.60336,2023-01-08 10:00:00+00:00
16936.41,16954.0,16926.3,16927.42,4539.40504,2023-01-08 11:00:00+00:00
16927.42,16932.51,16921.4,16923.75,4218.20227,2023-01-08 12:00:00+00:00
16924.01,16938.49,16920.37,16933.03,4085.80873,2023-01-08 13:00:00+00:00
16933.32,16954.3,16931.25,16952.44,5570.28633,2023-01-08 14:00:00+00:00
16952.44,17019.79,16938.0,17000.43,9212.24098,2023-01-08 15:00:00+00:00
17000.43,17022.08,16916.1,16936.87,10618.32869,2023-01-08 16:00:00+00:00
16936.87,16952.03,16920.3,16928.5,5335.0462,2023-01-08 17:00:00+00:00
16928.89,16936.49,16919.94,16929.84,3902.21677,2023-01-08 18:00:00+00:00
16930.03,16939.45,16923.84,16927.25,3702.07617,2023-01-08 19:00:00+00:00
16927.25,16982.43,16924.41,16966.67,8747.8127,2023-01-08 20:00:00+00:00
16966.95,16988.02,16945.5,16957.46,6021.89438,2023-01-08 21:00:00+00:00
16957.28,16976.53,16952.67,16963.14,4593.80115,2023-01-08 22:00:00+00:00
16963.27,17176.99,16962.95,17127.83,15750.36489,2023-01-08 23:00:00+00:00
17127.83,17199.0,17104.66,17184.51,16663.49596,2023-01-09 00:00:00+00:00
17185.28,17230.0,17145.52,17175.02,11243.36822,2023-01-09 01:00:00+00:00
17175.02,17252.6,17161.7,17191.47,14664.83212,2023-01-09 02:00:00+00:00
17191.47,17217.34,17176.72,17197.0,8227.46784,2023-01-09 03:00:00+00:00
17197.0,17253.19,17194.32,17226.49,11007.13679,2023-01-09 04:00:00+00:00
17227.11,17262.56,17200.6,17205.95,8658.79449,2023-01-09 05:00:00+00:00
17205.95,17220.59,17180.0,17189.24,7006.60552,2023-01-09 06:00:00+00:00
17189.25,17215.48,17183.92,17198.48,6873.81205,2023-01-09 07:00:00+00:00
17198.01,17240.0,17186.95,17191.68,8729.24544,2023-01-09 08:00:00+00:00
17191.68,17270.0,17189.53,17238.38,11688.66494,2023-01-09 09:00:00+00:00
17238.38,17285.48,17235.59,17264.5,10364.82478,2023-01-09 10:00:00+00:00
17264.1,17278.87,17236.21,17238.93,7685.46206,2023-01-09 11:00:00+00:00
17239.47,17254.97,17228.85,17249.06,7702.65742,2023-01-09 12:00:00+00:00
17249.4,17295.55,17190.74,17226.9,11770.67245,2023-01-09 13:00:00+00:00
17227.3,17276.13,17206.98,17264.25,13182.45775,2023-01-09 14:00:00+00:00
17263.67,17335.35,17228.67,17268.49,17858.24406,2023-01-09 15:00:00+00:00
17268.49,17357.7,17268.02,17327.84,16193.72323,2023-01-09 16:00:00+00:00
17328.25,17375.77,17316.43,17356.96,12553.81044,2023-01-09 17:00:00+00:00
17356.57,17398.8,17323.71,17350.71,14266.71978,2023-01-09 18:00:00+00:00
17351.1,17352.68,17293.34,17293.69,9506.66121,2023-01-09 19:00:00+00:00
17294.19,17313.3,17177.87,17221.29,16784.2954,2023-01-09 20:00:00+00:00
17221.29,17246.26,17165.04,17182.48,10641.44945,2023-01-09 21:00:00+00:00
17182.36,17222.32,17167.35,17204.83,5444.24581,2023-01-09 22:00:00+00:00
17204.83,17205.57,17128.0,17178.26,7492.88002,2023-01-09 23:00:00+00:00
17179.04,17220.29,17178.19,17219.19,7195.9706,2023-01-10 00:00:00+00:00
17219.19,17235.0,17188.31,17194.39,8619.72528,2023-01-10 01:00:00+00:00
17193.97,17215.0,17146.34,17185.94,9620.79785,2023-01-10 02:00:00+00:00
17185.73,17208.17,17172.47,17205.72,5509.67537,2023-01-10 03:00:00+00:00
17205.31,17222.5,17196.04,17221.68,6465.17667,2023-01-10 04:00:00+00:00
17222.05,17233.91,17207.05,17228.77,5477.38412,2023-01-10 05:00:00+00:00
17228.66,17233.5,17189.15,17203.95,7243.88623,2023-01-10 06:00:00+00:00
17203.95,17211.0,17192.0,17203.2,6803.12603,2023-01-10 07:00:00+00:00
17203.2,17270.69,17187.73,17256.34,10065.10708,2023-01-10 08:00:00+00:00
17256.34,17277.87,17242.12,17247.71,7103.67661,2023-01-10 09:00:00+00:00
17247.71,17276.6,17233.48,17271.02,6781.4259,2023-01-10 10:00:00+00:00
17271.02,17286.02,17250.95,17252.89,7132.79462,2023-01-10 11:00:00+00:00
17252.89,17257.19,17218.44,17224.15,8319.09891,2023-01-10 12:00:00+00:00
17224.15,17255.55,17212.14,17246.05,8539.8137,2023-01-10 13:00:00+00:00
17246.45,17326.07,17220.0,17286.59,21263.07475,2023-01-10 14:00:00+00:00
17287.01,17375.0,17271.38,17327.7,19401.38074,2023-01-10 15:00:00+00:00
17327.7,17341.97,17282.0,17302.15,10943.41192,2023-01-10 16:00:00+00:00
17302.55,17339.29,17287.11,17325.97,7038.14912,2023-01-10 17:00:00+00:00
17325.61,17443.95,17323.02,17433.95,14841.37941,2023-01-10 18:00:00+00:00
17433.7,17456.07,17398.28,17432.85,10256.876,2023-01-10 19:00:00+00:00
17432.85,17495.69,17405.3,17477.15,12015.24942,2023-01-10 20:00:00+00:00
17477.95,17499.0,17448.75,17463.56,7080.33103,2023-01-10 21:00:00+00:00
17463.86,17464.56,17418.98,17428.08,6677.99954,2023-01-10 22:00:00+00:00
17428.08,17444.97,17403.73,17440.66,6986.91491,2023-01-10 23:00:00+00:00
17440.64,17502.83,17428.37,17466.02,8526.37461,2023-01-11 00:00:00+00:00
17466.02,17510.0,17436.03,17458.05,8068.79008,2023-01-11 01:00:00+00:00
17458.49,17462.7,17383.08,17388.2,7948.58416,2023-01-11 02:00:00+00:00
17387.67,17425.2,17366.58,17416.14,7402.73595,2023-01-11 03:00:00+00:00
17416.49,17425.42,17391.0,17408.39,5250.33415,2023-01-11 04:00:00+00:00
17407.98,17436.73,17397.27,17406.3,6119.31971,2023-01-11 05:00:00+00:00
17406.16,17442.47,17388.0,17437.29,9009.63417,2023-01-11 06:00:00+00:00
17436.89,17462.99,17426.07,17446.65,9347.60277,2023-01-11 07:00:00+00:00
17447.02,17451.38,17408.68,17447.6,8596.90944,2023-01-11 08:00:00+00:00
17447.95,17472.15,17439.7,17446.71,8159.56219,2023-01-11 09:00:00+00:00
17446.86,17459.0,17435.18,17441.24,6172.66996,2023-01-11 10:00:00+00:00
17441.24,17454.51,17427.86,17437.75,7057.23375,2023-01-11 11:00:00+00:00
17437.75,17437.75,17402.0,17418.56,9151.50731,2023-01-11 12:00:00+00:00
17418.56,17435.74,17383.48,17413.43,9777.24374,2023-01-11 13:00:00+00:00
17413.43,17435.87,17376.0,17413.97,13585.06312,2023-01-11 14:00:00+00:00
17413.97,17437.71,17315.6,17332.43,16548.57079,2023-01-11 15:00:00+00:00
17331.9,17368.37,17320.42,17347.62,9399.06698,2023-01-11 16:00:00+00:00
17347.79,17393.5,17342.51,17382.08,7438.16925,2023-01-11 17:00:00+00:00
17382.05,17571.7,17380.76,17487.09,23106.94112,2023-01-11 18:00:00+00:00
17486.44,17557.76,17468.57,17550.29,15845.33763,2023-01-11 19:00:00+00:00
17549.62,17581.75,17508.86,17550.57,13165.28391,2023-01-11 20:00:00+00:00
17550.57,17571.38,17529.39,17558.6,8702.05303,2023-01-11 21:00:00+00:00
17559.49,17597.0,17514.06,17556.41,12547.23588,2023-01-11 22:00:00+00:00
17556.41,18000.0,17550.87,17943.26,31295.38283,2023-01-11 23:00:00+00:00
17943.26,18297.37,17907.25,18264.1,29755.53326,2023-01-12 00:00:00+00:00
18264.1,18292.56,18140.58,18221.51,23739.80084,2023-01-12 01:00:00+00:00
18222.31,18385.71,18179.49,18207.54,18968.39437,2023-01-12 02:00:00+00:00
18206.85,18240.17,18196.83,18224.68,10030.80424,2023-01-12 03:00:00+00:00
18224.68,18232.5,18197.46,18215.66,7951.75735,2023-01-12 04:00:00+00:00
18215.74,18241.43,18075.19,18087.54,12286.65303,2023-01-12 05:00:00+00:00
18087.54,18164.19,18085.3,18147.77,9141.46584,2023-01-12 06:00:00+00:00
18147.25,18177.97,18117.3,18138.22,7876.30717,2023-01-12 07:00:00+00:00
18138.21,18152.17,18071.06,18151.52,9012.78676,2023-01-12 08:00:00+00:00
18151.52,18173.72,18129.31,18164.67,8167.69214,2023-01-12 09:00:00+00:00
18164.13,18218.0,18142.18,18185.6,9055.0101,2023-01-12 10:00:00+00:00
18185.6,18222.59,18163.57,18200.8,8018.64554,2023-01-12 11:00:00+00:00
18200.8,18279.86,18170.27,18268.94,15008.40297,2023-01-12 12:00:00+00:00
18269.59,18380.47,17892.05,18284.91,51231.61325,2023-01-12 13:00:00+00:00
18284.91,18356.58,17925.09,17998.56,40174.44274,2023-01-12 14:00:00+00:00
17997.63,18142.8,17988.01,18086.62,24291.99886,2023-01-12 15:00:00+00:00
18087.28,18144.0,18054.61,18134.55,14946.27349,2023-01-12 16:00:00+00:00
18134.55,18872.0,18105.56,18837.06,37374.42104,2023-01-12 17:00:00+00:00
18837.06,18988.0,18615.21,18796.93,33953.94896,2023-01-12 18:00:00+00:00
18796.93,19060.0,18760.34,18885.35,24609.80921,2023-01-12 19:00:00+00:00
18885.35,19087.0,18820.63,19048.95,19237.60617,2023-01-12 20:00:00+00:00
19048.95,19117.04,18762.0,18830.07,21655.32154,2023-01-12 21:00:00+00:00
18830.07,18936.21,18776.83,18913.92,9015.33064,2023-01-12 22:00:00+00:00
18913.38,18915.56,18844.55,18846.62,9064.30227,2023-01-12 23:00:00+00:00
18846.62,18887.0,18714.12,18771.61,14571.89741,2023-01-13 00:00:00+00:00
18771.61,18819.37,18744.58,18811.48,9450.99789,2023-01-13 01:00:00+00:00
18811.4,18842.73,18786.1,18835.48,8659.244,2023-01-13 02:00:00+00:00
18835.48,18883.55,18823.54,18876.37,9046.16516,2023-01-13 03:00:00+00:00
18876.37,18883.79,18818.31,18821.27,8211.64506,2023-01-13 04:00:00+00:00
18821.27,18835.77,18778.41,18787.71,8427.10991,2023-01-13 05:00:00+00:00
18787.71,18864.21,18780.57,18852.68,7522.51436,2023-01-13 06:00:00+00:00
18853.1,18857.87,18785.0,18824.25,9476.07449,2023-01-13 07:00:00+00:00
18825.0,18860.17,18810.01,18842.15,8768.8504,2023-01-13 08:00:00+00:00
18842.68,18938.99,18839.17,18910.23,12906.62634,2023-01-13 09:00:00+00:00
18910.8,19057.7,18858.98,19042.01,18027.7203,2023-01-13 10:00:00+00:00
19042.87,19045.17,18888.79,18920.95,13932.14357,2023-01-13 11:00:00+00:00
18920.95,18936.98,18811.52,18864.59,12196.93938,2023-01-13 12:00:00+00:00
18864.59,18902.04,18812.0,18854.84,11447.72178,2023-01-13 13:00:00+00:00
18854.84,19143.28,18833.51,18996.27,21812.49739,2023-01-13 14:00:00+00:00
18996.27,19310.91,18984.09,19261.19,39505.15947,2023-01-13 15:00:00+00:00
19261.19,19276.41,19060.15,19133.39,21990.08148,2023-01-13 16:00:00+00:00
19133.39,19406.26,19105.5,19256.06,24276.05083,2023-01-13 17:00:00+00:00
19255.84,19387.37,19253.76,19292.44,16005.03199,2023-01-13 18:00:00+00:00
19293.25,19373.0,19246.12,19362.01,13817.14939,2023-01-13 19:00:00+00:00
19363.43,19497.18,19315.77,19473.67,18901.95762,2023-01-13 20:00:00+00:00
19474.82,19911.82,19375.52,19816.81,28641.78804,2023-01-13 21:00:00+00:00
19816.81,20000.0,19786.43,19849.41,20913.07012,2023-01-13 22:00:00+00:00
19848.53,19942.2,19728.62,19930.01,10107.44185,2023-01-13 23:00:00+00:00
19930.01,21258.0,19888.05,20891.67,66759.62394,2023-01-14 00:00:00+00:00
20891.67,21088.0,20691.13,20927.44,28721.89375,2023-01-14 01:00:00+00:00
20926.78,21037.89,20820.06,20938.93,21828.4948,2023-01-14 02:00:00+00:00
20937.87,20986.3,20781.81,20967.23,15596.51492,2023-01-14 03:00:00+00:00
20967.23,21033.64,20878.33,20894.86,13195.35042,2023-01-14 04:00:00+00:00
20895.43,20914.81,20777.37,20841.62,11892.84254,2023-01-14 05:00:00+00:00
20840.65,20973.63,20838.53,20955.57,9645.2354,2023-01-14 06:00:00+00:00
20954.37,20967.94,20850.0,20897.36,9942.91758,2023-01-14 07:00:00+00:00
20897.36,21022.39,20875.6,21003.35,11647.1779,2023-01-14 08:00:00+00:00
21003.35,21010.83,20306.64,20523.75,34526.45807,2023-01-14 09:00:00+00:00
20523.75,20526.88,20225.06,20496.77,18153.54315,2023-01-14 10:00:00+00:00
20496.77,20755.19,20472.39,20721.73,15443.07562,2023-01-14 11:00:00+00:00
